115-CD45,139-CD45RA,142-CD19,144-CD11b,145-CD4,146-CD8,148-CD34,147-CD20,158-CD33,160-CD123,167-CD38,170-CD90,110_114-CD3
4.575,3.06528,-0.07711,0.26377,3.54171,0.80334,-0.39099,-0.16176,-0.27999,0.14297,2.8751,0.53252,4.38129
4.80121,1.71596,0.26323,-0.55148,3.86612,0.00747,-0.10819,-0.14391,0.90108,-0.40272,2.39361,0.20679,5.30915
4.29991,3.90674,0.52107,1.60707,-0.02498,2.3139,-0.11664,1.25516,0.41448,-0.05515,4.86919,1.50167,-0.56856
2.27803,0.00676,0.22369,1.96661,0.05064,-0.19117,-1.30006,-0.32433,0.40943,0.57,2.39145,-0.17917,0.49624
-0.47601,0.24058,-2.08652,-0.1145,-0.24314,-0.10106,-0.30278,-0.1751,0.77039,-0.45002,1.15447,1.00463,-1.32854
4.61812,3.24447,0.53621,-0.00199,-0.14045,4.08192,0.30244,0.41864,-0.32016,-0.03486,3.26397,0.20096,3.62869
3.03805,0.85107,-0.05061,0.45234,0.15471,0.97887,-0.04875,0.04246,3.53318,2.27009,4.10658,-0.15304,4.25856
4.36303,2.46458,-0.11026,-0.00901,1.14634,2.80218,-0.50626,-0.10858,-0.10596,-0.03904,1.53266,-0.1333,3.84574
2.49012,2.06405,-0.00303,2.95889,0.56543,-0.24073,-0.03376,0.59808,2.27984,3.10602,3.94538,1.34985,0.22254
2.00547,1.07008,0.74565,2.16182,0.57203,-0.0061,-0.16084,-0.08241,2.80905,2.01838,2.88688,0.96689,0.43754
0.86588,-0.0154,0.77455,-0.15218,-0.05629,0.44842,0.06837,-0.04711,0.89247,-0.1647,2.0405,0.85841,1.97749
3.9314,2.25171,-0.06444,-0.17334,0.98063,-0.07569,-0.06093,-0.43777,-0.46694,-0.20272,3.82765,0.0438,3.31264
5.24255,3.55878,-0.1546,-0.14013,0.08907,-0.12888,-0.00866,-0.00366,1.87136,-0.10987,4.01516,-0.06599,0.0609
-0.39144,0.24826,1.16147,0.47472,0.25801,-0.06047,-0.09061,-0.00271,-0.81158,-0.13549,1.69355,0.83857,-2.61003
3.06263,0.9865,-0.09422,2.90271,1.50308,-0.32518,0.42794,1.24033,3.65644,0.40057,2.65096,0.3704,0.88968
-0.03186,0.40594,-0.18929,-0.07485,-0.16491,-0.02501,-0.07254,0.12277,-0.02107,0.63578,2.42637,0.72068,-0.02337
-0.42096,1.11147,-0.17519,-0.27718,-0.16749,0.79678,0.22472,-0.12198,-0.14349,-0.0944,1.39031,0.24492,1.721
2.13265,0.14993,-0.35018,0.38636,0.02537,-0.62234,-0.0336,0.2769,3.8987,1.03616,4.44434,0.65812,-1.24607
4.09998,0.95925,-0.04037,-0.15794,3.52209,0.76263,-0.04711,-0.09629,0.86918,-0.07039,0.79779,-0.1749,4.22718
3.99737,1.13303,0.40853,-0.00045,-0.0352,-0.04345,1.43323,-0.21036,0.27487,-0.43633,1.31057,0.54271,3.77476
1.4597,-0.40293,-0.10913,-0.01951,1.70703,0.58894,-0.18693,-0.16692,0.87167,-0.0785,2.44164,-0.11409,0.70693
4.51349,-1.17562,0.02171,-0.08018,-0.16742,4.32729,-0.17927,0.90667,0.1366,-0.2131,2.1582,0.94937,4.06127
4.62703,5.70577,-0.19245,0.10737,0.2047,4.33948,0.4724,-0.11755,-0.18661,-0.11354,0.50293,0.51839,3.84431
4.41162,1.24199,-0.00325,2.81234,2.446,-0.12076,0.28123,-0.02803,4.42727,1.27523,3.20139,0.33882,-1.03754
4.29612,2.53456,-0.16925,0.25418,4.20041,0.98151,0.34581,-0.14247,-0.01204,-0.07551,1.89977,-0.15653,4.52927
1.51752,1.54295,2.75498,-0.32443,-0.05757,0.21219,0.09501,0.45068,-0.27935,-0.0675,5.57882,1.00237,0.03984
4.76869,-0.18144,-0.031,0.70198,3.89846,-0.08896,0.29467,-0.05436,0.04609,-0.1186,1.35609,-0.0937,1.15919
5.16699,2.176,-0.06925,-0.03227,-0.10206,4.98872,1.762,0.39918,-0.16084,-0.10665,1.98258,-0.32612,4.63774
2.6073,1.94248,-0.04741,0.18731,0.27308,-0.54816,-0.10748,-0.03768,-0.46645,1.14558,1.76933,0.49217,-0.17068
-0.11677,-0.08645,-0.1484,1.02963,-0.13685,0.29388,-0.36088,-0.07614,-0.10021,-0.55656,2.66709,-0.03591,1.32679
-0.08306,0.0497,-0.1491,-0.04334,-0.01199,0.40604,0.55337,-0.19477,0.52421,-0.39467,0.97073,-0.14636,0.66289
4.52365,2.59283,-0.09554,0.17273,-0.05319,4.19106,-0.06223,0.56729,0.62551,-0.38564,3.80291,0.08045,3.54414
4.69496,0.84745,-0.06417,-0.29546,3.65136,1.51293,-0.45586,0.84247,1.47937,-0.27257,1.03577,0.05325,4.74521
2.15696,-0.23674,-0.22658,2.47505,-0.35037,-0.39036,0.33486,-0.22906,1.71652,2.45638,2.30537,0.58047,-0.05176
3.9718,2.98148,2.63375,-0.18161,2.02294,0.55757,0.31238,0.09517,3.37117,1.52473,6.99938,2.02675,1.89962
2.7839,0.52631,0.08456,2.86977,0.46982,0.13869,0.27355,0.0898,4.23147,3.36314,3.34671,1.69767,4.17039
3.65245,0.18473,-0.1263,3.76478,-0.15708,-0.06205,-0.08807,0.86795,4.7406,-0.12857,3.28827,0.48993,1.68447
-0.16543,0.15671,-0.09414,-0.17101,-0.09343,-0.1864,-0.10591,-0.16538,0.55173,-0.10473,1.07341,0.1006,1.54555
3.7081,3.26869,0.33137,0.58745,1.15944,0.05552,1.65464,-0.16605,2.02884,0.77337,3.87237,1.10451,0.41784
4.77301,1.84441,-0.20042,1.1316,3.41847,0.27183,-0.1912,-0.09695,0.3083,-0.27609,1.38252,0.12978,3.49889
4.35056,1.8991,-0.14096,0.77151,2.54795,1.14997,-0.16777,-0.03262,-0.18506,-0.05198,2.27221,0.57738,4.48856
4.7259,3.82625,-0.16056,0.64769,-0.06328,4.03819,0.40601,0.61632,-0.63858,0.35032,3.39297,0.52948,3.24314
4.66956,2.88507,2.74615,-0.05772,-0.01899,-0.003,0.70141,3.21666,0.50396,2.93559,3.79629,0.27064,1.59449
4.39793,0.12693,0.27325,0.05108,1.89643,0.76032,0.91432,-0.09684,4.55298,-0.17496,4.85895,-0.00567,0.04764
1.29832,0.11377,-0.52853,0.0447,0.33003,-0.10059,1.35775,0.57695,0.14756,-0.11371,3.3226,0.52151,3.858
3.93317,3.56234,-0.09047,-0.12697,1.79239,4.39237,0.24776,-0.12343,-0.46321,0.97017,3.00147,0.34403,3.15369
4.13902,1.49374,-0.07195,1.22513,2.88213,1.31806,0.30454,0.07226,-0.20979,-0.0916,4.75179,1.3098,3.50084
-1.28346,0.26142,-0.09123,-0.29752,-0.12373,-1.19453,0.00048,-0.07264,-0.12729,-0.0353,0.73987,-0.23134,0.06321
5.40898,2.17824,2.16213,-0.07243,0.41036,3.72206,-0.16991,0.453,0.17857,0.89043,2.43818,-0.08085,4.91913
3.66942,-0.43567,-0.6815,1.17781,3.48402,0.00223,-0.05428,-0.01365,0.70964,0.94422,1.97621,-0.1365,3.24799
4.84051,3.02883,-0.02088,1.35126,0.12415,0.99405,-0.82668,0.40384,-0.93752,2.30709,4.63136,0.41534,1.79675
3.85036,0.54549,-0.09171,-0.14955,3.16259,1.15174,0.25225,-0.04012,2.2987,1.96707,3.26064,-0.06569,3.01744
3.68758,2.71967,2.96064,0.21496,-0.07734,-0.14528,0.33835,3.87018,1.36998,2.51667,3.34778,0.24045,2.31855
4.55305,0.48606,-0.17246,0.63134,-0.07054,3.59902,0.65261,0.61983,0.51767,-0.37814,2.48006,0.09925,4.33101
2.225,0.26811,3.94166,0.54389,-0.16671,0.43212,-0.03311,0.45812,2.05295,2.45392,7.35934,-0.0478,-0.83481
1.49756,-0.22809,-0.14356,0.73044,-0.0435,-0.45711,1.64989,0.24195,2.25844,-0.25778,4.27945,1.42005,4.56576
-0.39661,-0.17937,-0.11033,-0.06026,-0.0669,0.76142,-0.18329,-0.12316,-0.28076,-0.45508,0.78825,0.44445,2.34303
4.85908,1.95657,1.26735,0.33883,3.01165,0.88007,0.16539,-0.03506,0.28205,0.30679,1.50727,0.89445,4.23841
4.48225,0.49751,-0.1063,2.68402,0.72854,-0.17288,-0.19863,0.56347,4.1878,2.00014,4.38603,0.84011,0.92869
4.13851,2.50335,-0.12483,-0.46778,-0.30627,4.2085,1.99593,-0.00677,0.9432,-0.08742,2.37625,1.20326,3.573
4.35848,1.22632,0.26529,-0.12797,0.72707,4.9674,-0.12049,0.8902,-0.61018,0.2278,1.32723,-0.0909,2.7523
5.18251,0.42392,0.41819,2.25091,0.28631,-0.43756,0.68216,-0.15152,3.84943,2.94208,2.68598,2.01775,-0.80312
2.68855,0.40203,-0.32747,1.6524,-0.24436,-0.11914,-0.07936,-0.00783,2.54866,1.58565,1.88499,0.22169,0.2961
4.23328,0.04638,-0.22407,0.03327,3.43884,0.09801,0.45672,-0.04221,-0.91001,-0.14084,1.19192,-0.12971,4.38658
1.40658,-0.03418,-0.0115,2.07549,-0.14661,-0.17245,-0.2546,1.58169,2.87949,0.08452,2.06339,0.53074,-0.3633
4.26352,2.39951,-0.07601,-0.09043,0.61413,3.99796,0.80081,0.20905,-0.17101,-0.11644,2.68882,0.08211,3.89534
4.79349,1.77955,-0.12649,0.17885,3.83722,0.70296,0.8296,-0.18293,-0.31503,-0.03075,1.33696,0.22638,5.5619
-1.27821,-0.28471,-0.29844,-0.15081,-0.0715,0.29333,-0.00707,-0.39167,-0.11811,-0.11993,0.84982,-0.03347,0.12417
4.55944,1.92338,0.07553,1.13763,-0.03069,5.80407,1.97587,1.85448,-0.11821,0.19114,1.32994,1.16563,5.50832
3.87858,3.04281,-0.01697,-0.37267,1.02176,3.77366,-0.0815,1.02873,2.21131,0.33894,3.23051,0.16142,3.56023
-1.17782,-0.02613,-0.20291,0.36983,-0.18062,-0.42294,0.00748,-0.41493,-0.13679,0.10371,0.38347,0.4625,-1.0984
5.64202,1.19802,-0.17797,-0.31406,0.00423,4.16565,0.06593,-0.01821,-0.31428,0.51601,2.18628,0.06278,4.85864
2.38393,1.41733,-0.32857,1.78476,-0.07006,1.98394,0.91715,-0.17986,-0.00236,0.76032,-0.68362,-0.0453,5.23666
4.68535,2.79936,-0.0697,-0.30835,-0.05172,4.77803,-0.04565,0.9728,0.19475,-0.06689,0.97692,-0.1972,3.97756
3.43896,-0.35313,1.14756,-0.12401,-0.02369,0.10292,-0.01602,-0.17822,0.03626,-0.30027,1.09951,-0.06816,2.80452
4.96448,4.24942,1.99828,-0.05563,-0.38994,1.31022,-0.04443,1.83971,0.52398,0.57108,1.98203,0.63191,-0.42303
-0.07948,0.08902,-0.01264,-0.14424,-0.0155,-0.37281,-0.13883,-0.12888,-0.07046,1.63417,-0.30835,0.18149,2.14536
4.13383,2.52406,-0.06109,-0.41423,3.87326,0.25743,-0.13572,-0.09459,-0.2897,0.61472,0.97107,-0.46037,5.2579
4.42642,1.35266,-0.19914,-0.11612,-0.00692,3.61345,0.51397,-0.19149,-0.19944,0.0459,0.7897,0.27868,2.68666
4.28492,0.55945,-0.11198,-0.4408,3.74735,0.42797,-0.06864,0.36904,0.77373,-0.03878,0.73858,0.9938,4.03465
2.51055,1.14908,-0.01573,1.28165,0.20352,-0.26109,0.13609,-0.16072,1.68276,2.26529,-0.65608,0.92,2.37738
4.13443,2.99049,-0.18874,1.015,0.58623,-0.2475,-0.09795,-0.1092,1.58792,-0.02426,5.08424,1.51051,-0.26544
4.67428,4.36869,0.40992,1.12331,0.15359,4.06806,-0.0236,0.25702,-0.17427,1.42018,6.06978,0.25526,2.41687
4.36228,-0.1544,-0.1737,-0.00196,2.89863,1.02483,-0.0104,-0.07545,-0.32948,-0.01129,3.82873,0.04655,4.76044
4.63529,1.76835,-0.1345,-0.21893,3.40423,0.8987,-0.16755,0.31311,0.96786,-0.12647,3.29902,1.31014,4.62376
4.52149,2.9629,0.88925,1.9453,3.19511,1.11294,0.51643,0.33226,-0.26939,-0.47627,2.52938,0.95536,4.75532
-0.23681,-0.1248,-0.08163,-0.00994,1.43785,-0.06314,-0.04916,-0.14666,0.67341,-0.15742,1.19194,1.08683,1.50118
3.02417,2.46626,-0.27473,0.13875,-0.09625,-0.07603,-0.02229,0.05776,3.90877,0.30089,4.43334,0.0377,-0.1318
-0.69942,0.30885,-0.18704,1.76045,0.48541,-0.12946,-0.0295,-0.14663,1.58595,-0.06348,3.90711,1.02798,1.64965
4.55979,-0.67052,0.49544,-0.13447,3.68826,0.32381,-0.11148,0.36901,-0.1101,0.43667,0.55491,0.16139,4.11138
5.07316,1.41026,-0.11288,0.56584,-0.00932,-0.17117,-0.09324,-0.02231,-0.08042,-0.16977,-0.23729,-0.18701,4.94092
2.44961,1.53164,2.93298,-0.28845,-0.15352,-0.02112,1.23969,2.52965,0.30883,0.39425,5.10538,-0.12693,2.64673
0.34875,-0.46244,-0.07205,0.32454,-0.52648,-0.21216,0.01682,0.89057,0.25602,-0.04587,1.45754,0.98802,1.63061
4.65013,1.93522,-0.03187,1.477,-0.14925,4.93623,0.43751,0.335,-0.33435,0.53287,0.57624,1.16174,4.55493
4.01558,1.3326,-0.0162,0.32208,2.82154,0.1933,-0.06605,-0.0598,0.19432,-0.0444,2.66127,-0.02919,4.82328
3.27724,2.59699,-0.00367,2.14859,2.97365,0.87362,-0.2065,-0.14267,3.64522,1.2448,2.71961,-0.01678,3.41967
4.10721,0.12892,-0.20407,2.721,1.45654,1.71281,-0.21551,0.24694,4.50528,0.98536,3.89417,0.30132,2.25955
5.1857,-1.31365,-0.1752,0.3351,3.462,-0.00154,-0.11822,-0.1083,-0.25425,0.24184,1.39803,-0.14119,3.60151
0.18093,-0.02267,-0.10397,-0.1327,0.93077,-0.26736,-0.11536,-0.05107,0.32978,-0.12432,1.86785,0.05969,1.26882
4.25238,2.79145,-0.07795,0.63538,-0.01243,0.78029,-0.0749,-0.19451,-0.07171,-0.10633,3.10207,-0.16296,-1.95251
-0.30993,0.28732,-0.17483,-0.04763,-0.08999,0.06198,-0.01111,-0.80738,0.88284,0.36867,0.09219,-0.00161,2.16944
4.2658,1.0767,-0.07347,-0.10578,2.99711,-0.11896,-0.09905,1.10339,-0.08889,-0.15154,0.7734,0.25735,4.06576
2.95971,1.95148,2.73178,-0.01119,-0.58858,0.64736,0.29766,-0.04309,0.28028,-0.00141,6.13523,-0.10057,0.88038
1.38353,0.79138,-0.33006,-0.25564,-0.5191,-0.1217,-0.00693,-0.1576,-0.3254,-0.09743,0.04095,-0.06781,2.12038
4.58147,-0.08135,-0.05149,0.35214,-0.06027,3.29968,-0.09095,1.03065,-0.73269,0.18019,1.52851,-0.18222,2.18636
4.68637,0.17594,0.49895,-0.46919,-0.00772,4.50354,-0.47609,-0.15006,0.37692,0.11326,0.53738,0.0014,3.707
4.23931,0.97731,0.17755,-0.39707,0.80529,0.78178,-0.07888,-0.0998,-0.49971,-0.01518,1.29531,0.34103,4.57242
1.36922,0.65267,-0.03365,-0.06996,0.75552,-0.23022,0.65048,-0.05455,3.02266,-0.0223,4.54418,1.59505,2.74967
4.44318,-0.27243,-0.05463,2.93241,1.77754,-0.14491,-0.10824,-0.15084,4.75642,0.98169,3.8129,1.69948,0.18825
2.82858,0.89013,1.73808,-0.07594,-0.11766,-0.63126,0.63168,2.88785,0.19688,0.59935,2.57047,0.31921,1.90401
4.5231,2.66749,-0.11963,-0.196,-0.7693,4.06526,-0.19476,1.40298,1.87348,1.42497,2.32846,0.22479,3.80025
3.42503,-0.48935,-0.74303,2.78163,-0.04876,-0.08106,1.12231,-0.10177,2.63888,4.30087,4.45187,-0.11558,3.12626
2.24125,-0.24859,0.93095,1.43775,-0.01493,-0.46344,-0.11118,-0.0951,2.19332,1.66708,0.94722,1.58038,0.28722
1.32464,0.81792,0.35662,-0.03806,-0.16005,-0.41577,-0.0662,-0.0411,-0.25578,-0.11576,2.67288,-0.13367,0.62769
4.61384,0.58352,-0.17896,0.60873,-0.12599,4.47156,0.82369,0.72125,1.27295,-0.0513,1.40638,1.15315,3.60041
4.99784,4.1144,-0.24612,1.69561,-0.12054,3.18957,-0.06472,0.03263,0.02786,0.68631,6.03765,1.15547,-0.79892
2.96647,0.34618,-0.19294,-0.03766,-0.04281,-0.29037,3.40741,-0.00271,1.38619,-0.13964,3.99844,-0.0761,1.01042
4.25392,-0.19994,-0.0527,-0.00077,2.9349,0.42101,-0.0051,-0.21382,-0.05035,-1.16531,0.22781,-0.05174,3.8171
4.51367,4.39965,-0.03559,0.96592,-0.18603,-0.00616,-0.05168,-0.08122,1.08394,0.09689,3.76891,-0.18852,-1.1941
4.93167,3.51074,0.10667,-0.07351,-0.04854,4.80759,-0.00233,0.16036,0.25042,-0.12863,2.14683,0.2924,3.42617
4.145,-0.23901,-0.15607,-0.11115,2.03271,0.34834,-0.13167,1.09956,-0.13277,0.42867,2.39415,-0.18376,3.54959
5.19203,0.1633,-0.10789,1.18873,-0.22708,4.64727,-0.04655,-0.05501,-0.67553,-0.13999,-0.16791,-0.08773,3.77816
-0.80569,-0.45716,-0.20259,-0.19299,-0.2613,-0.40315,0.13057,-0.16548,-0.3393,0.54533,0.0622,-0.08952,0.95651
3.41731,2.38943,2.40212,-0.0507,-0.17021,-0.33756,-0.14801,0.71717,0.21699,0.83721,2.69408,0.31647,-0.44446
3.76126,0.63669,0.40459,3.04,-0.035,-0.04308,-0.06925,-0.20586,4.74585,1.36366,3.83493,0.89026,-0.08334
2.19367,-0.38927,-0.1538,0.4407,0.31835,-0.26196,-0.00358,-0.10856,2.38508,-0.1701,3.61264,-0.16512,2.16682
-0.28157,-0.17499,-0.10926,1.1105,-0.03956,-0.08268,-0.24244,-0.16434,-0.08961,-0.18476,0.75354,0.06422,3.30135
4.57752,-0.04934,-0.08513,-0.31627,3.74947,-0.23141,0.27262,-0.10656,-0.06143,-0.48193,2.63698,0.22957,2.55319
3.66421,1.23184,-0.22218,0.89649,1.66112,1.15451,-0.09013,-0.18841,5.60429,0.2886,4.49095,0.36717,2.52568
1.91965,0.2119,-0.05491,0.42172,-0.72509,0.85464,0.07929,-0.02568,-0.23378,0.13187,1.30742,1.61618,2.5217
4.76685,3.35145,-0.00053,1.7512,-0.25041,2.4482,-0.23546,-0.18172,0.70113,0.22337,3.75102,-0.02804,-0.16227
4.33947,2.74046,0.6323,-0.12131,-0.29552,-0.0208,0.00221,2.95906,1.02846,1.59688,3.72778,0.22766,-0.28639
0.10648,0.78149,-0.0142,0.58098,-0.16139,-0.60196,0.80016,-0.04726,-0.22221,1.07963,1.77792,0.51176,2.55718
2.19184,0.82749,-0.0607,1.56322,-0.51444,-0.13806,-0.17349,-0.37104,0.45906,1.94366,2.6524,1.17452,-1.13496
4.5284,3.14698,1.56077,0.87659,2.21193,0.94916,1.06739,2.29036,0.09253,1.80478,2.42513,-0.06209,3.53627
3.12388,-0.21648,-0.17841,1.6976,-0.06063,-0.06625,0.17888,0.25639,1.61698,0.70391,2.32952,-0.08269,-0.39811
5.01203,2.42233,-0.03822,1.15566,2.40925,3.53156,-0.31714,1.15893,-0.00015,0.95071,3.08229,1.40527,4.25826
3.90207,2.0588,-0.16149,-0.0401,2.75878,-0.25221,-0.04376,-0.01574,-0.33982,-0.26919,3.89414,1.83398,4.79104
4.38614,-0.22688,-0.09713,3.1079,1.73321,-0.0301,-0.14314,-0.09958,4.38238,1.97167,3.59292,-0.02351,-0.125
4.30024,2.6384,-0.29188,0.26128,3.0635,0.26557,0.30134,0.11553,2.75516,-0.3928,3.20911,0.36094,4.11101
3.28663,-0.92868,-0.05051,1.89624,1.79264,0.13007,-0.12209,-0.06115,4.4443,2.0232,3.11311,1.50764,1.33485
4.82215,4.0671,-0.02592,0.96331,-1.15487,-0.16878,1.78413,-0.05978,-0.47147,-1.00998,3.28207,0.04835,-0.04168
4.85637,3.2168,-0.16675,1.41307,-0.65852,2.60198,-0.04428,0.67831,-0.24728,0.03139,4.64513,-0.09737,-2.65651
4.33761,2.50622,-0.08832,0.72873,-0.03448,0.38745,-0.06313,0.78497,-0.00182,-0.15543,5.00918,-0.03754,0.08642
0.55139,-0.2068,-0.23746,-0.38882,1.43979,0.3988,-0.00597,0.36639,0.63133,0.83924,-0.65488,1.29652,-1.55489
4.91066,0.71169,-0.15751,-0.43088,-0.14675,-0.12569,-0.32107,-0.13881,0.26353,0.39333,1.37197,-0.00016,5.3988
1.00127,0.27287,-0.19869,-0.09763,1.39731,0.12914,-0.21442,-0.02669,0.94675,-0.23025,0.95731,-0.12776,-1.23451
2.55058,0.40071,-0.09416,-0.52803,1.32586,-0.05718,-0.15478,-0.0828,2.41517,-0.17874,3.16123,-0.10866,0.98805
4.53552,3.26996,-0.13649,0.93294,3.53468,1.87644,-0.1656,-0.09689,-0.10754,-0.00594,3.48463,0.73456,5.25324
4.70793,1.9285,3.22306,-0.33002,-0.3736,0.31351,-0.36135,2.20188,2.23414,2.45841,3.09569,0.61008,1.06578
2.94831,-1.21888,-0.22402,-0.01729,0.21546,0.14255,0.59778,-0.13184,0.99502,-0.01579,0.06615,0.55617,1.87655
4.84826,3.48934,-0.0109,-0.47623,4.342,0.59903,2.73463,0.28186,-0.29972,-0.06668,3.5573,1.15593,5.05372
4.10813,-0.17404,-0.17934,-0.18089,2.70154,0.3637,-0.16469,0.99688,0.43323,-0.16386,1.67439,0.21602,4.32302
2.8623,-0.28341,-0.00083,1.72054,0.5436,-0.46575,0.58354,-0.05425,2.48451,0.84244,2.04333,0.33925,-0.80662
-0.86712,-0.2582,-0.05584,-0.9202,-0.0142,-0.12872,-0.13688,0.57343,-0.08654,-0.05827,0.09194,0.66526,1.94088
4.81413,3.11527,-0.08822,0.30148,-0.13315,3.55968,0.6272,-0.03699,-0.2204,0.40739,3.01526,-0.07555,0.13926
4.60727,3.6319,1.05042,-0.04285,-0.19134,3.87734,0.94978,0.53825,1.18909,-0.05521,2.82474,0.82562,3.47991
2.58049,1.75933,1.20828,0.44094,-0.09644,-0.31376,0.28115,-0.01179,0.20962,-0.2716,5.4547,0.56533,1.93401
2.13609,1.496,-0.17164,3.0967,0.83347,-0.445,1.64012,0.53092,1.95966,-0.07241,2.99141,2.60951,0.22457
3.56504,2.86021,-0.06222,0.59409,3.19986,1.00005,-0.19088,-0.03311,-0.44009,-0.09708,3.95893,0.71811,4.81719
4.78533,1.62426,1.69811,1.17382,0.15983,4.80901,1.14502,-0.1961,1.32861,0.11963,0.69659,0.72576,3.63488
4.22963,-0.59913,0.06315,0.82691,0.19671,4.18991,0.70965,0.24222,-0.33834,1.06207,-0.01744,1.24638,3.67622
4.55015,3.18652,-0.1231,1.75186,0.32296,1.65882,-0.15011,-0.14223,0.99471,-0.20338,1.74635,-0.05307,0.54939
4.52864,0.30247,-0.10305,1.27744,2.77459,0.76896,1.31183,0.11219,-0.41379,0.43704,3.56949,0.44082,4.29735
1.51892,0.33781,-0.21979,0.49543,-0.15472,-0.23853,-0.53579,0.39424,-0.55426,-0.12106,2.40198,0.75904,0.4887
4.74564,0.12669,0.00259,-0.32242,-0.88552,4.61974,-0.0257,1.62757,-0.27677,-0.08611,1.47182,-0.25575,4.69016
2.67853,0.71801,1.00998,0.73611,-0.03485,-0.40221,-0.47556,1.37818,1.92607,-0.24231,2.1649,2.40201,2.60686
-0.07145,-0.52824,-0.10551,1.12072,-0.2262,-0.0446,-0.05117,-0.18743,0.91315,0.76829,0.18514,-0.14577,2.12434
3.39992,2.74617,1.96935,-0.37573,-0.2868,0.74866,-0.16324,1.58626,0.47699,1.80551,2.74573,-0.05837,-1.16557
4.89863,-0.0825,-0.09668,-0.03351,-0.07902,3.45269,0.42547,1.27556,-0.14271,-0.16257,1.09576,1.37428,4.39523
3.47813,1.71417,-0.17421,2.25659,-0.18347,-0.37201,1.26315,0.32063,2.75865,5.45858,4.36757,0.88718,2.03867
5.25576,3.85771,-0.15794,-0.12903,1.33665,-0.05344,0.71454,-0.02753,0.50792,-0.11218,1.5433,1.13465,3.06551
4.65824,2.55504,0.2322,-0.13256,4.00089,1.39329,-0.00329,0.82796,-0.33111,0.02351,3.58208,-0.03786,4.2722
4.60818,0.55555,0.78966,0.06097,-0.15929,4.4937,0.07013,0.65422,-0.67564,-0.23408,2.4546,-0.24295,4.17291
4.24225,3.97461,-0.10788,1.04838,-0.07238,-0.18062,1.4894,0.39102,1.15214,-0.22769,5.22661,0.74627,-0.31673
-0.25589,1.67041,-0.06854,-0.17005,-0.10006,0.67433,0.01684,-0.0974,-0.22095,0.48763,2.32023,0.98998,2.2158
4.14096,2.71529,2.72155,-0.0136,-0.1222,-0.16863,0.57484,1.58187,1.64991,1.36733,2.91551,-0.08103,-0.67269
4.98482,1.22558,-0.03235,3.06365,2.32083,-0.085,-0.002,-0.14769,4.10688,3.62794,4.13166,0.83377,2.3377
4.56385,1.7922,0.86457,0.98085,-0.17368,-0.02654,-0.036,-0.15196,-0.17048,-0.24184,5.3017,-0.04999,-0.06546
2.70647,0.5054,-0.14321,2.49683,0.18277,0.26224,-0.16697,-0.22998,1.30797,1.66762,0.97347,0.2903,1.24093
1.26617,0.91186,-0.2993,0.01414,-0.08496,-0.65952,1.49247,-0.07778,0.846,-0.14394,1.61351,1.71233,1.593
4.41347,3.12824,-0.09809,-0.10091,3.30825,1.87286,0.18793,1.31951,0.44428,0.66718,3.34016,-0.08349,5.1556
-0.25129,-0.5465,-0.20261,0.5787,-0.10116,0.28518,-0.16571,0.16168,2.20148,-0.19823,2.49174,-0.13201,-0.94269
4.61484,3.19318,0.14085,1.04643,3.62814,0.3504,-0.16296,0.29668,-0.30851,0.33571,5.12931,-0.03394,4.93849
4.60828,1.52148,0.42674,0.52458,0.968,0.23668,0.09784,-0.06414,-0.0456,0.87726,5.5753,-0.23549,1.10061
4.98563,3.61592,3.48288,0.91861,-0.39097,-0.11736,1.16911,2.05401,1.36423,-0.00907,2.29798,0.30153,0.14162
-0.20675,-0.58418,-0.02292,-0.09234,-0.06106,-0.12884,0.61396,-0.2149,0.44212,-0.20228,1.19577,-0.15176,2.88594
2.15838,0.27935,-0.15088,0.2266,0.19672,-0.44406,0.3756,-0.06059,2.07297,1.04393,1.89907,1.83463,-0.37128
-0.74965,0.3078,-0.152,-0.01033,-0.04578,-0.03129,-0.16914,-0.1215,0.30026,-0.02998,1.92376,-0.04894,1.7402
1.36337,0.09311,0.39146,0.39004,-0.00153,1.19396,2.2087,1.26379,2.63766,1.77431,3.70106,1.16588,1.08859
4.39133,1.12335,-0.17599,-0.25839,2.65582,1.14826,0.71483,0.44518,-0.33054,-0.11817,0.1155,-0.0279,3.98522
4.37967,1.1308,-0.20282,-0.37286,3.25352,0.12636,-0.06535,-0.05696,-0.4857,-0.07076,1.5362,0.00937,4.02207
4.53002,3.80232,-0.34181,0.21523,4.07656,1.67379,-0.03763,-0.04706,-0.16858,0.36614,2.64117,0.3583,4.81854
4.46378,4.24916,-0.2274,1.04731,-0.19754,0.11567,-0.19529,-0.15585,-0.11418,-0.18929,2.72916,-0.17928,-1.668
4.13748,3.27035,0.7264,-0.03324,-0.02308,4.25385,1.66344,1.09652,0.09275,1.14146,1.46514,0.15141,2.64522
1.87692,-1.26184,-0.30946,1.43138,-0.18832,-0.58654,0.21387,-0.16751,1.90408,-0.14715,2.78613,0.13434,-0.05491
-0.05131,-0.25422,-0.10613,0.07708,-0.39372,-0.33193,0.19681,-0.05833,1.76566,-0.07658,1.16346,-0.20887,1.81127
4.4516,3.62802,0.20083,1.02611,4.36245,0.87924,-0.01496,-0.01269,0.68854,-0.09938,3.71543,0.55218,5.11543
4.0794,3.45664,0.76849,0.05337,1.25564,-0.40388,-0.00085,0.30621,1.37836,-0.37454,4.17548,-0.01671,4.16812
